1)riId	2)riType	3)regulatorId	4)regulatorName	5)cnfName	19)targetTuOrGene	27)riPMIDS 
RDBECOLIRIC03924	tf-promoter	RDBECOLITFC00072	FhlA	FhlA-formate DNA-binding transcriptional activator	RDBECOLITUC03600:hydN-hypF	8661925 
RDBECOLIRIC03925	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03604:dadAX	10216857;8955407 
RDBECOLIRIC03926	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03604:dadAX	10216857;8955407;9648752 
RDBECOLIRIC03927	tf-promoter	RDBECOLITFC00014	Lrp	Lrp	RDBECOLITUC03604:dadAX	10216857;30420454;8955407 
RDBECOLIRIC03928	tf-promoter	RDBECOLITFC00014	Lrp	Lrp	RDBECOLITUC03604:dadAX	10216857;30420454;8955407 
RDBECOLIRIC03929	tf-promoter	RDBECOLITFC00014	Lrp	Lrp	RDBECOLITUC03604:dadAX	10216857;19052235;30420454;8955407 
RDBECOLIRIC03930	tf-promoter	RDBECOLITFC00014	Lrp	Lrp	RDBECOLITUC03604:dadAX	10216857;19052235;30420454;8955407 
RDBECOLIRIC03931	tf-promoter	RDBECOLITFC00014	Lrp	Lrp	RDBECOLITUC03604:dadAX	10216857;30420454;8955407 
RDBECOLIRIC03932	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03605:dadAX	10216857;8955407;9648752 
RDBECOLIRIC03933	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03605:dadAX	10216857;8955407;9648752 
RDBECOLIRIC03934	tf-promoter	RDBECOLITFC00014	Lrp	Lrp	RDBECOLITUC03605:dadAX	10216857;30420454;8955407 
RDBECOLIRIC03935	tf-promoter	RDBECOLITFC00014	Lrp	Lrp	RDBECOLITUC03605:dadAX	10216857;30420454;8955407 
RDBECOLIRIC03936	tf-promoter	RDBECOLITFC00014	Lrp	Lrp	RDBECOLITUC03605:dadAX	10216857;19052235;30420454;8955407 
RDBECOLIRIC03937	tf-promoter	RDBECOLITFC00014	Lrp	Lrp	RDBECOLITUC03605:dadAX	10216857;19052235;30420454;8955407 
RDBECOLIRIC03938	tf-promoter	RDBECOLITFC00014	Lrp	Lrp	RDBECOLITUC03605:dadAX	10216857;30420454;8955407 
RDBECOLIRIC03939	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC03606:garPLRK-rnpB	16377617 
RDBECOLIRIC03940	tf-promoter	RDBECOLITFC00133	CdaR	CdaR	RDBECOLITUC03606:garPLRK-rnpB	10762278;14645248 
RDBECOLIRIC03941	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03609:hupA	8913296;21097887;34791440 
RDBECOLIRIC03942	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03609:hupA	8913296;21097887 
RDBECOLIRIC03943	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03609:hupA	8913296;21097887 
RDBECOLIRIC03944	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03609:hupA	8913296;21097887;34791440 
RDBECOLIRIC03945	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03609:hupA	8913296 
RDBECOLIRIC03946	tf-promoter	RDBECOLITFC00166	PhoP	DNA-binding transcriptional dual regulator PhoP-phosphorylated	RDBECOLITUC03650:phoPQ	10464230;12813061;15126461;15883881 
RDBECOLIRIC03947	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03651:xylAB	29343727;9371449 
RDBECOLIRIC03948	tf-promoter	RDBECOLITFC00090	XylR	DNA-binding transcriptional dual regulator XylR-&alpha;-D-xylopyranose	RDBECOLITUC03651:xylAB	9371449 
RDBECOLIRIC03949	tf-promoter	RDBECOLITFC00090	XylR	DNA-binding transcriptional dual regulator XylR-&alpha;-D-xylopyranose	RDBECOLITUC03651:xylAB	9371449 
RDBECOLIRIC03950	tf-promoter	RDBECOLITFC00170	CpxR	CpxR-phosphorylated	RDBECOLITUC03570:rseD-rpoE-rseABC	11953442;33172971 
RDBECOLIRIC03951	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC03657:xylR	15699038 
RDBECOLIRIC03952	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03398:xylFGHR	29343727;9371449 
RDBECOLIRIC03953	tf-promoter	RDBECOLITFC00090	XylR	DNA-binding transcriptional dual regulator XylR-&alpha;-D-xylopyranose	RDBECOLITUC03398:xylFGHR	9371449 
RDBECOLIRIC03954	tf-promoter	RDBECOLITFC00090	XylR	DNA-binding transcriptional dual regulator XylR-&alpha;-D-xylopyranose	RDBECOLITUC03398:xylFGHR	9371449 
RDBECOLIRIC03955	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03398:xylFGHR	17768236;7860604 
RDBECOLIRIC03956	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC03363:rplM-rpsI	12754220 
RDBECOLIRIC03957	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03585:nmpC	8057841;21673794;26843427 
RDBECOLIRIC03958	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03585:nmpC	8057841 
RDBECOLIRIC03959	tf-promoter	RDBECOLITFC00040	OmpR	OmpR-P	RDBECOLITUC03585:nmpC	28526842;8057841;28061857;34824476 
RDBECOLIRIC03960	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03585:nmpC	8057841 
RDBECOLIRIC03961	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC03586:cydAB	10998176;12754220;16140031;8824175;23818864 
RDBECOLIRIC03962	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC03586:cydAB	16140031;16980446;33318202;8892825 
RDBECOLIRIC03963	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC03586:cydAB	11123679 
RDBECOLIRIC03964	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC03586:cydAB	10998176;12754220;16140031;23818864 
RDBECOLIRIC03965	tf-promoter	RDBECOLITFC00052	FlhDC	FlhDC	RDBECOLITUC03590:napFDAGHBC-ccmABCDEFGH	11287152 
RDBECOLIRIC03966	tf-promoter	RDBECOLITFC00034	ModE	DNA-binding transcriptional dual regulator ModE-molybdate	RDBECOLITUC03590:napFDAGHBC-ccmABCDEFGH	13129959 
RDBECOLIRIC03967	tf-promoter	RDBECOLITFC00085	NarP	DNA-binding transcriptional dual regulator NarP-phosphorylated	RDBECOLITUC03590:napFDAGHBC-ccmABCDEFGH	13129959 
RDBECOLIRIC03968	tf-promoter	RDBECOLITFC00009	NarL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLITUC03590:napFDAGHBC-ccmABCDEFGH	13129959 
RDBECOLIRIC03969	tf-promoter	RDBECOLITFC00009	NarL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLITUC03590:napFDAGHBC-ccmABCDEFGH	13129959 
RDBECOLIRIC03970	tf-promoter	RDBECOLITFC00085	NarP	DNA-binding transcriptional dual regulator NarP-phosphorylated	RDBECOLITUC03590:napFDAGHBC-ccmABCDEFGH	13129959 
RDBECOLIRIC03971	tf-promoter	RDBECOLITFC00214	LexA	DNA-binding transcriptional repressor LexA	RDBECOLITUC03591:phr	2509902;8057377 
RDBECOLIRIC03972	tf-promoter	RDBECOLITFC00214	LexA	DNA-binding transcriptional repressor LexA	RDBECOLITUC03591:phr	7651327 
RDBECOLIRIC03973	tf-promoter	RDBECOLITFC00153	NtrC	NtrC-P<sup>asp</sup>	RDBECOLITUC03648:nac	9495755;28061857 
RDBECOLIRIC03974	tf-promoter	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC03648:nac	9495755;28061857 
RDBECOLIRIC03975	tf-promoter	RDBECOLITFC00009	NarL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLITUC03322:hybOABCDEFG	10537212 
RDBECOLIRIC03976	tf-promoter	RDBECOLITFC00009	NarL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLITUC03322:hybOABCDEFG	10537212 
RDBECOLIRIC03977	tf-promoter	RDBECOLITFC00009	NarL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLITUC03322:hybOABCDEFG	10537212 
RDBECOLIRIC03978	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC03322:hybOABCDEFG	10537212 
RDBECOLIRIC03979	tf-promoter	RDBECOLITFC00187	GadX	GadX	RDBECOLITUC02343:lon	14702398 
RDBECOLIRIC03980	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03840:rrsB-gltT-rrlB-rrfB	10715005;37152896;7500958;8648646;9515922;9632265;21097887;34791440 
RDBECOLIRIC03981	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03840:rrsB-gltT-rrlB-rrfB	10715005;37152896;7500958;8648646;9515922;9632265;21097887 
RDBECOLIRIC03982	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03840:rrsB-gltT-rrlB-rrfB	10715005;37152896;7500958;8648646;9515922;9632265;21097887 
RDBECOLIRIC03983	tf-promoter	RDBECOLITFC00014	Lrp	DNA-binding transcriptional dual regulator Lrp-L-leucine	RDBECOLITUC03840:rrsB-gltT-rrlB-rrfB	16238633;30420454 
RDBECOLIRIC03984	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC03840:rrsB-gltT-rrlB-rrfB	7512187 
RDBECOLIRIC03985	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC03840:rrsB-gltT-rrlB-rrfB	7512187 
RDBECOLIRIC03986	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC03840:rrsB-gltT-rrlB-rrfB	7512187 
RDBECOLIRIC03987	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC01836:topA	17233826;21097887;34791440 
RDBECOLIRIC03988	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC01836:topA	17233826;21097887 
RDBECOLIRIC03989	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC01836:topA	17233826;21097887 
RDBECOLIRIC03990	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC01836:topA	17233826;21097887 
RDBECOLIRIC03991	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC01836:topA	17233826;21097887 
RDBECOLIRIC03992	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC01836:topA	10760142;17233826;21097887;34791440 
RDBECOLIRIC03993	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC01836:topA	10760142;17233826;21097887 
RDBECOLIRIC03994	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC01836:topA	10760142;17233826 
RDBECOLIRIC03995	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC01836:topA	17233826 
RDBECOLIRIC03996	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC01836:topA	17233826 
RDBECOLIRIC03997	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC01836:topA	17233826 
RDBECOLIRIC03998	tf-promoter	RDBECOLITFC00116	BolA	BolA-phosphate	RDBECOLITUC03563:ampC	12354237 
RDBECOLIRIC03999	tf-promoter	RDBECOLITFC00166	PhoP	DNA-binding transcriptional dual regulator PhoP-phosphorylated	RDBECOLITUC03347:phoPQ	10464230;12813061;15126461;15883881 
RDBECOLIRIC04000	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC03565:smtA-mukFEB	 
RDBECOLIRIC04001	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC02636:hypBCDE-fhlA	14612240;23818864 
RDBECOLIRIC04002	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC02636:hypBCDE-fhlA	14612240 
RDBECOLIRIC04003	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03434:grpE	15520470;29343727 
RDBECOLIRIC04004	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03642:paaABCDEFGHIJK	10766858 
RDBECOLIRIC04005	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03642:paaABCDEFGHIJK	10766858;21673794;26843427 
RDBECOLIRIC04006	tf-promoter	RDBECOLITFC00113	PaaX	DNA-binding transcriptional repressor PaaX	RDBECOLITUC03642:paaABCDEFGHIJK	10766858;15159386;34824476 
RDBECOLIRIC04007	tf-promoter	RDBECOLITFC00074	MarA	MarA	RDBECOLITUC03584:putA	11395452 
RDBECOLIRIC04008	tf-promoter	RDBECOLITFC00195	PutA	PutA	RDBECOLITUC03584:putA	11294639;1618807;18586269;34220787;26843427 
RDBECOLIRIC04009	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC03432:fimB	9352908;9595659;9922259 
RDBECOLIRIC04010	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03615:paaZ	10766858 
RDBECOLIRIC04011	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03615:paaZ	10766858;21673794;26843427 
RDBECOLIRIC04012	tf-promoter	RDBECOLITFC00113	PaaX	DNA-binding transcriptional repressor PaaX	RDBECOLITUC03615:paaZ	10766858;15159386;34824476 
RDBECOLIRIC04013	tf-promoter	RDBECOLITFC00069	XapR	XapR-xanthosine DNA-binding transcriptional activator	RDBECOLITUC03571:xapAB	10400599;7559336 
RDBECOLIRIC04014	tf-promoter	RDBECOLITFC00069	XapR	XapR-xanthosine DNA-binding transcriptional activator	RDBECOLITUC03571:xapAB	10400599;7559336 
RDBECOLIRIC04015	tf-promoter	RDBECOLITFC00070	Cbl	Cbl	RDBECOLITUC03572:tauABCD	9401024 
RDBECOLIRIC04016	tf-promoter	RDBECOLITFC00152	CysB	CysB-<i>O</i>-acetyl-L-serine DNA-binding transcriptional dual regulator	RDBECOLITUC03572:tauABCD	9401024;34824476 
RDBECOLIRIC04017	tf-promoter	RDBECOLITFC00152	CysB	CysB-<i>O</i>-acetyl-L-serine DNA-binding transcriptional dual regulator	RDBECOLITUC03572:tauABCD	9401024 
RDBECOLIRIC04018	tf-promoter	RDBECOLITFC00152	CysB	CysB-<i>O</i>-acetyl-L-serine DNA-binding transcriptional dual regulator	RDBECOLITUC03572:tauABCD	9401024 
RDBECOLIRIC04019	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03554:ompR-envZ	1885551 
RDBECOLIRIC04020	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03554:ompR-envZ	1885551 
RDBECOLIRIC04021	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03554:ompR-envZ	1885551 
RDBECOLIRIC04022	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03554:ompR-envZ	1310090 
RDBECOLIRIC04023	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03555:ompR-envZ	1310090 
RDBECOLIRIC04024	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03556:ompR-envZ	1310090 
RDBECOLIRIC04025	tf-promoter	RDBECOLITFC00041	ChbR	ChbR-6-phospho-&beta;-D-glucosaminyl-(1->4)-<i>N</i>-acetyl-D-glucosamine	RDBECOLITUC03282:chbBCARFG	15066032;34824476 
RDBECOLIRIC04026	tf-promoter	RDBECOLITFC00041	ChbR	ChbR-6-phospho-&beta;-D-glucosaminyl-(1->4)-<i>N</i>-acetyl-D-glucosamine	RDBECOLITUC03282:chbBCARFG	15066032;34824476 
RDBECOLIRIC04027	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03282:chbBCARFG	15066032;15520470 
RDBECOLIRIC04028	tf-promoter	RDBECOLITFC00027	NagC	NagC	RDBECOLITUC03282:chbBCARFG	15066032;34824476 
RDBECOLIRIC04029	tf-promoter	RDBECOLITFC00027	NagC	NagC	RDBECOLITUC03282:chbBCARFG	15066032 
RDBECOLIRIC04030	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03331:modABC	15520470 
RDBECOLIRIC04031	tf-promoter	RDBECOLITFC00034	ModE	DNA-binding transcriptional dual regulator ModE-molybdate	RDBECOLITUC03331:modABC	10446207 
RDBECOLIRIC04032	tf-promoter	RDBECOLITFC00037	LldR	LldR	RDBECOLITUC03557:lldPRD	18263722;37219924;8892825 
RDBECOLIRIC04033	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC03557:lldPRD	14711822;16980446;8892825;30225374;26843427 
RDBECOLIRIC04034	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC03558:fimAICDFGH	9749677 
RDBECOLIRIC04035	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03558:fimAICDFGH	10096084;9157242;2886490;8898385 
RDBECOLIRIC04036	tf-promoter	RDBECOLITFC00014	Lrp	Lrp	RDBECOLITUC03558:fimAICDFGH	30420454;9515701 
RDBECOLIRIC04037	tf-promoter	RDBECOLITFC00014	Lrp	Lrp	RDBECOLITUC03558:fimAICDFGH	30420454;36748578;7916011;9515701;34824476 
RDBECOLIRIC04038	tf-promoter	RDBECOLITFC00014	Lrp	Lrp	RDBECOLITUC03558:fimAICDFGH	19052235;30420454;36748578;7916011;9515701;34824476 
RDBECOLIRIC04039	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03558:fimAICDFGH	10096084;9157242;2886490;8898385 
RDBECOLIRIC04040	tf-promoter	RDBECOLITFC00190	LrhA	LrhA	RDBECOLITUC03559:fimE	16207912 
RDBECOLIRIC04041	tf-promoter	RDBECOLITFC00014	Lrp	Lrp	RDBECOLITUC03559:fimE	7916011;9515701 
RDBECOLIRIC04042	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC03559:fimE	7510658;9595659 
RDBECOLIRIC04043	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03540:pdhR-aceEF-lpdA	15659676 
RDBECOLIRIC04044	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03540:pdhR-aceEF-lpdA	15659676 
RDBECOLIRIC04045	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03540:pdhR-aceEF-lpdA	15659676 
RDBECOLIRIC04046	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03540:pdhR-aceEF-lpdA	15659676 
RDBECOLIRIC04047	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03540:pdhR-aceEF-lpdA	15659676;8057842 
RDBECOLIRIC04048	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03540:pdhR-aceEF-lpdA	15659676;8057842 
RDBECOLIRIC04049	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC03540:pdhR-aceEF-lpdA	12754220;16377617;8057842;23818864 
RDBECOLIRIC04050	tf-promoter	RDBECOLITFC00158	PdhR	PdhR	RDBECOLITUC03540:pdhR-aceEF-lpdA	22168595;32975502;7783622;8057842;34824476 
RDBECOLIRIC04051	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC01936:csiE	7768855 
RDBECOLIRIC04052	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC01936:csiE	8596457 
RDBECOLIRIC04053	tf-promoter	RDBECOLITFC00074	MarA	MarA	RDBECOLITUC03630:pqiABC	21097628;10564485 
RDBECOLIRIC04054	tf-promoter	RDBECOLITFC00201	SoxS	SoxS	RDBECOLITUC03630:pqiABC	10564485;8899708 
RDBECOLIRIC04055	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03645:rtcBA	9738023 
RDBECOLIRIC04056	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03645:rtcBA	9738023 
RDBECOLIRIC04057	tf-promoter	RDBECOLITFC00097	RtcR	RtcR	RDBECOLITUC03645:rtcBA	9738023 
RDBECOLIRIC04058	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC03628:tpx	10794600 
RDBECOLIRIC04059	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC03628:tpx	10794600 
RDBECOLIRIC04060	tf-promoter	RDBECOLITFC00164	ArsR	DNA-binding transcriptional repressor ArsR	RDBECOLITUC03273:arsRBC	12829264;8576202;8764681 
RDBECOLIRIC04061	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC03552:caiF	8631699;23818864 
RDBECOLIRIC04062	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03552:caiF	8631699 
RDBECOLIRIC04063	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC03552:caiF	8631699 
RDBECOLIRIC04064	tf-promoter	RDBECOLITFC00009	NarL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLITUC03552:caiF	8631699 
RDBECOLIRIC04065	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC03553:fixABCX	12754220;16377617 
RDBECOLIRIC04066	tf-promoter	RDBECOLITFC00119	CaiF	CaiF-L-carnitine	RDBECOLITUC03553:fixABCX	10564497 
RDBECOLIRIC04067	tf-promoter	RDBECOLITFC00119	CaiF	CaiF-L-carnitine	RDBECOLITUC03553:fixABCX	10564497 
RDBECOLIRIC04068	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03553:fixABCX	10564497;8631699;9573142 
RDBECOLIRIC04069	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03553:fixABCX	10564497;8631699;9573142 
RDBECOLIRIC04070	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03561:rpoH	17185540 
RDBECOLIRIC04071	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC03579:arcA	21272324;8022271;23818864 
RDBECOLIRIC04072	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03468:nuoABCEFGHIJKLMN	15368583;10628873;34791440;34824476 
RDBECOLIRIC04073	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03468:nuoABCEFGHIJKLMN	15368583;10628873;34824476 
RDBECOLIRIC04074	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03468:nuoABCEFGHIJKLMN	15368583;10628873 
RDBECOLIRIC04075	tf-promoter	RDBECOLITFC00170	CpxR	CpxR-phosphorylated	RDBECOLITUC03481:ppiA	12366850;16861804;9159398;33172971 
RDBECOLIRIC04076	tf-promoter	RDBECOLITFC00074	MarA	MarA	RDBECOLITUC03223:fpr	10873449 
RDBECOLIRIC04077	tf-promoter	RDBECOLITFC00201	SoxS	SoxS	RDBECOLITUC03223:fpr	10564485;11395452;21097628;26279566;8522515 
RDBECOLIRIC04078	tf-promoter	RDBECOLITFC00074	MarA	MarA	RDBECOLITUC03224:nfo	10564485;8522515 
RDBECOLIRIC04079	tf-promoter	RDBECOLITFC00051	Rob	Rob	RDBECOLITUC03224:nfo	10564485;7896685 
RDBECOLIRIC04080	tf-promoter	RDBECOLITFC00201	SoxS	SoxS	RDBECOLITUC03224:nfo	10564485;8825776;26279566 
RDBECOLIRIC04081	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC02490:sdhDAB	 
RDBECOLIRIC04082	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC03400:focA-pflB	7665524 
RDBECOLIRIC04083	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC03400:focA-pflB	24699140;7665524;30225374;26843427 
RDBECOLIRIC04084	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC03400:focA-pflB	7665524;23818864 
RDBECOLIRIC04085	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03400:focA-pflB	 
RDBECOLIRIC04086	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03400:focA-pflB	15520470;9157253 
RDBECOLIRIC04087	tf-promoter	RDBECOLITFC00009	NarL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLITUC03400:focA-pflB	7601827 
RDBECOLIRIC04088	tf-promoter	RDBECOLITFC00009	NarL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLITUC03400:focA-pflB	7601827 
RDBECOLIRIC04089	tf-promoter	RDBECOLITFC00009	NarL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLITUC03400:focA-pflB	7601827 
